ObjectID,Year,Date,Time,Date and Time,number_obs,Observer(s),Wetland Number,Days Since Rain,Maximum Depth (m),Sky Code,Water Clarity,Total Search Time (minutes),Species 1,Species 1 Number of Egg Masses,Species 2,Species 2 Number of Egg Masses,Species 3,Species 3 Number of Egg Masses,Species 4,Species 4 Number of Egg Masses,Species 5,Species 5 Number of Egg Masses,Species Calling,Notes
307,2023,6/22/23,NA,NA,2,"jas, jra",46,0,0.52,2,0,30:00:00,0,,,,,,,,,,Acris_gryllus,"ANTER, HYLA, GACAR tadpoles"
308,2023,6/22/23,NA,NA,2,"jas, jra",42,0,0.42,2,3,30:00:00,0,,,,,,,,,,Acris_gryllus,No tadpoles. Fish
309,2023,6/27/23,NA,NA,1,jas,42,2,0.37,0,3,5:37,0,,,,,,,,,,Nothing_heard_calling,Lots of algae
310,2023,6/27/23,NA,NA,1,jas,46,2,0.38,0,0,5:44,0,,,,,,,,,,Nothing_heard_calling,2 new pig holes. Fairy shrimp. GACAR tadpoles
311,2023,6/27/23,NA,NA,1,jas,49,2,1,0,3,6:58,0,,,,,,,,,,Nothing_heard_calling,"ANTER tadpoles, 2 Juvenile NEFAS, 2 DERET"
312,2023,6/27/23,NA,NA,1,jas,50,2,0.42,0,0,8:12,0,,,,,,,,,,Nothing_heard_calling,Lots of GACAR tadpoles
313,2023,6/27/23,NA,NA,1,jas,55,2,0.42,0,3,29:46:00,0,,,,,,,,,,"Rana_catesbeiana,Acris_gryllus",2 NEFAS. Pig activity on backside of wetland. GACAR tadpoles
314,2023,6/27/23,NA,NA,1,jas,51,2,0.79,0,0,21:42,0,,,,,,,,,,Acris_gryllus,NA
315,2023,6/27/23,NA,NA,1,jas,53,2,0.38,2,0,14:53,Hyla femoralis,2,,,,,,,,,Acris_gryllus,Fairy shrimp. GACAR tadpoles
316,2023,6/29/23,NA,NA,1,jas,42,4,0.32,0,3,8:18,0,,,,,,,,,,Nothing_heard_calling,"1 NEFAS, GACAR tadpoles"
317,2023,6/29/23,NA,NA,1,jas,46,4,0.25,0,3,1:14,0,,,,,,,,,,Nothing_heard_calling,ANTER and GACAR tadpoles
318,2023,6/29/23,NA,NA,1,jas,49,4,1,0,3,4:50,0,,,,,,,,,,Nothing_heard_calling,2 NEFAS
319,2023,6/29/23,NA,NA,1,jas,50,4,0.46,0,0,9:01,0,,,,,,,,,,Nothing_heard_calling,"ANTER, HYFEM, GACAR tadpoles"
320,2023,6/29/23,NA,NA,1,jas,55,4,0.4,0,1,17:56,0,,,,,,,,,,Nothing_heard_calling,pigs rooting on north edge
321,2023,6/29/23,NA,NA,1,jas,51,4,0.76,0,0,18:32,0,,,,,,,,,,Acris_gryllus,GACAR tadpoles
322,2023,6/29/23,NA,NA,1,jas,53,4,0.34,0,0,10:10,0,,,,,,,,,,Nothing_heard_calling,fairy shrimp. GACAR and ANTER tadpoles
323,2023,7/6/23,NA,NA,1,jas,42,5,0.28,0,3,5:47,0,,,,,,,,,,Hyla_femoralis,"1 NEFAS, fish"
324,2023,7/6/23,NA,NA,1,jas,49,5,1,0,3,4:38,0,,,,,,,,,,Nothing_heard_calling,"toadlets, 2 DERET"
325,2023,7/6/23,NA,NA,1,jas,55,5,0.33,0,3,18:52,0,,,,,,,,,,Nothing_heard_calling,"HYGRA, GACAR tadpoles"
326,2023,7/6/23,NA,NA,1,jas,51,5,0.68,0,3,16:48,0,,,,,,,,,,Nothing_heard_calling,NA
327,2023,7/6/23,NA,NA,1,jas,53,5,0.27,0,0,7:34,0,,,,,,,,,,Nothing_heard_calling,"GACAR, HYFEM tadpoles. Pig damage on east side of wetland"
328,2024,1/23/24,14:07:00,1/23/24 14:07,2,"Jade_Samples,Mia_Cinello-Smith",53,0,0.39,2,1,26.04,Ambystoma talpoideum,106,Pseudacris ornata,4,,,,,,,Acris_gryllus,Nothing heard calling. Old AMTIG eggs. Check ID of ornata voucher eggs
329,2024,1/23/24,15:07:00,1/23/24 15:07,2,"Jade_Samples,Mia_Cinello-Smith",51,0,0.58,4,3,56.32,Pseudacris ornata,27,Ambystoma tigrinum,8,,,,,,,"Pseudacris_nigrita,Acris_gryllus,Pseudacris_crucifer",NA
330,2024,1/23/24,18:53:00,1/23/24 18:53,2,"Jade_Samples,Mia_Cinello-Smith",41,0,0,2,0,0,,,,,,,,,,,Acris_gryllus,Nothing calling. No water. Recent pig damage 
331,2024,1/23/24,19:00:00,1/23/24 19:00,2,"Jade_Samples,Mia_Cinello-Smith",42,0,0.35,2,3,7.07,Ambystoma tigrinum,15,,,,,,,,,Acris_gryllus,None calling 
332,2024,1/23/24,19:28:00,1/23/24 19:28,2,"Jade_Samples,Mia_Cinello-Smith",53,0,0.32,2,3,1.36,Ambystoma tigrinum,45,,,,,,,,,Pseudacris_ornata,Water dropping quickly 
333,2024,1/23/24,19:42:00,1/23/24 19:42,2,"Jade_Samples,Mia_Cinello-Smith",49,0,0.54,2,2,3.44,Ambystoma tigrinum,17,,,,,,,,,Acris_gryllus,No frogs calling. 
334,2024,1/23/24,20:18:00,1/23/24 20:18,2,"Jade_Samples,Mia_Cinello-Smith",50,0,0.5,2,3,19.46,,,Ambystoma tigrinum,203,Pseudacris ornata,72,,,,,Acris_gryllus,Nothing heard
335,2024,1/23/24,20:36:00,1/23/24 20:36,2,"Jade_Samples,Mia_Cinello-Smith",55,0,0.4,2,3,17.4,Ambystoma tigrinum,5,,,,,,,,,Pseudacris_nigrita,"Amtig larva, psnig tadpoles, fairy shrimp"
336,2024,1/23/24,21:23:00,1/23/24 21:23,2,"Jade_Samples,Mia_Cinello-Smith",15,0,0.1,2,0,0.3,,,,,,,,,,,Acris_gryllus,Nothing heard. Thousands of fairy shrimp
337,2024,1/23/24,21:40:00,1/23/24 21:40,2,"Jade_Samples,Mia_Cinello-Smith",21,0,0.42,2,0,7.42,Pseudacris ornata,13,,,,,,,,,"Acris_gryllus,Pseudacris_crucifer",Fairy shrimp
338,2024,1/31/24,13:52:00,1/31/24 13:52,2,"Jade_Samples,Mia_Cinello-Smith",15,4,0.08,0,0,0.3,,,,,,,,,,,Acris_gryllus,Nothing heard calling. Nearly dry. Four foot puddle. 
339,2024,1/31/24,14:20:00,1/31/24 14:20,2,"Jade_Samples,Mia_Cinello-Smith",21,4,0.15,0,1,7.03,,,,,,,,,,,Acris_gryllus,Pseudacris tadpole. Nothing calling. Fairy shrimp. 
340,2024,1/31/24,14:50:00,1/31/24 14:50,2,"Jade_Samples,Mia_Cinello-Smith",53,4,0.4,0,1,25.01,Ambystoma tigrinum,22,,,,,,,,,Acris_gryllus,Larval AMTIG. Crawfish. PSNIG larva. Nothing calling. 
341,2024,1/31/24,15:56:00,1/31/24 15:56,2,"Jade_Samples,Mia_Cinello-Smith",51,4,0.6,0,3,35.38,Rana Sphenocephala,17,,,,,,,,,Pseudacris_nigrita,PSNIG and PSORN tadpoles. AMTIG larva 
342,2024,1/31/24,18:53:00,1/31/24 18:53,1,Jade_Samples,42,4,0.38,0,0,12.47,Ambystoma tigrinum,16,,,,,,,,,Acris_gryllus,Nothing calling. AMTIG larvals and ACGRY adults 
343,2024,2/6/24,14:04:00,2/6/24 14:04,2,"Jade_Samples,Mia_Cinello-Smith",15,2,0.25,0,1,2.12,,,,,,,,,,,Nothing_heard_calling,NA
344,2024,2/6/24,14:19:00,2/6/24 14:19,2,"Jade_Samples,Mia_Cinello-Smith",21,2,0.2,0,3,5.03,,,,,,,,,,,Nothing_heard_calling,Fairy shrimp 
345,2024,2/6/24,14:40:00,2/6/24 14:40,2,"Jade_Samples,Mia_Cinello-Smith",53,2,0.44,0,0,16.56,,,,,,,,,,,Nothing_heard_calling,AMTIG larva. PSNIG tadpole 
346,2024,2/6/24,15:12:00,2/6/24 15:12,2,"Jade_Samples,Mia_Cinello-Smith",53,2,0.67,0,3,30.17,,,,,,,,,,,"Pseudacris_nigrita,Pseudacris_crucifer",Dead common snapping turtle in Wetland. Tiger larva. 
347,2024,2/6/24,17:49:00,2/6/24 17:49,2,"Jade_Samples,Mia_Cinello-Smith",41,2,0.2,0,0,5.22,,,,,,,,,,,"Pseudacris_nigrita,Pseudacris_crucifer",NA
348,2024,2/6/24,18:32:00,2/6/24 18:32,2,"Jade_Samples,Mia_Cinello-Smith",42,2,0.41,0,1,5.48,,,,,,,,,,,Nothing_heard_calling,AMTIG larva everywhere 
349,2024,2/6/24,18:57:00,2/6/24 18:57,2,"Jade_Samples,Mia_Cinello-Smith",46,2,0.49,0,0,5.15,,,,,,,,,,,Pseudacris_ornata,Amtig larva 
350,2024,2/6/24,19:19:00,2/6/24 19:19,2,"Jade_Samples,Mia_Cinello-Smith",49,2,0.6,0,2,10.42,Ambystoma tigrinum,1,,,,,,,,,Pseudacris_ornata,1 NEFAS and 1 chicken turtle. Fairy shrimp. Amtig larva 
351,2024,2/6/24,19:40:00,2/6/24 19:40,2,"Jade_Samples,Mia_Cinello-Smith",50,2,0.59,0,3,15,,,,,,,,,,,Pseudacris_nigrita,"Could be PSFER Calling? High pitch slow comb call. Saw adult RASPH. PSNIG, AMTIG, RASPH tadpoles. "
352,2024,2/13/24,13:39:00,2/13/24 13:39,2,"Jade_Samples,Mia_Cinello-Smith",21,1,0.64,1,2,18.33,Genus Pseudacris,1,Scaphiopus holbrookii,30,,,,,,,"Pseudacris_ornata,Rana_sphenocephalus",Water turbid after burn 
353,2024,2/13/24,14:16:00,2/13/24 14:16,2,"Jade_Samples,Mia_Cinello-Smith",15,1,1.03,1,2,19.42,Scaphiopus holbrookii,228,Genus Pseudacris,2,,,,,,,Pseudacris_ornata,2 pairs of ornata Amplexing. Weird bubbling?
354,2024,2/13/24,14:59:00,2/13/24 14:59,2,"Jade_Samples,Mia_Cinello-Smith",53,1,0.5,1,1,30.29,Genus Pseudacris,3,Rana Sphenocephala,2,,,,,,,"Pseudacris_ornata,Pseudacris_nigrita",Saw AMTIG and PSORN larvae
355,2024,2/13/24,16:06:00,2/13/24 16:06,2,"Jade_Samples,Mia_Cinello-Smith",49,1,0.95,0,2,12.41,Genus Pseudacris,1,,,,,,,,,"Pseudacris_nigrita,Pseudacris_ornata",AMTIG and PSNIG larva 
356,2024,2/13/24,17:28:00,2/13/24 17:28,2,"Jade_Samples,Mia_Cinello-Smith",55,1,0.48,0,4,47.22,Rana Sphenocephala,1,,,,,,,,,"Pseudacris_ornata,Pseudacris_nigrita,Rana_sphenocephalus",NA
357,2024,2/13/24,19:02:00,2/13/24 19:02,2,"Jade_Samples,Mia_Cinello-Smith",51,1,0.78,1,4,30.06,Rana Sphenocephala,4,,,,,,,,,"Pseudacris_ornata,Pseudacris_nigrita",Saw AMTIG and PSORN and RASPH tadpoles 
358,2024,2/13/24,19:15:00,2/13/24 19:15,2,"Jade_Samples,Mia_Cinello-Smith",50,1,0.75,1,3,19.14,Rana Sphenocephala,4,,,,,,,,,"Pseudacris_ornata,Pseudacris_nigrita,Rana_sphenocephalus,Pseudacris_crucifer",Potentially one of the RASPH egg masses is a Licap?
359,2024,2/13/24,20:15:00,2/13/24 20:15,2,"Jade_Samples,Mia_Cinello-Smith",46,1,0.79,1,0,13.13,,,,,,,,,,,"Pseudacris_nigrita,Pseudacris_ornata,Rana_sphenocephalus",Saw 3 PSORN adults
360,2024,2/13/24,20:55:00,2/13/24 20:55,2,"Jade_Samples,Mia_Cinello-Smith",42,1,0.49,0,1,17.41,Rana Sphenocephala,4,Rana capito,1,,,,,,,"Pseudacris_ornata,Pseudacris_nigrita,Rana_sphenocephalus",NA
361,2024,2/15/24,14:34:00,2/15/24 14:34,2,"Jade_Samples,Mia_Cinello-Smith",15,3,0.7,0,1,44.17,Ambystoma tigrinum,97,Rana Sphenocephala,2,Genus Pseudacris,577,Scaphiopus holbrookii,377,Rana capito,4,Pseudacris_nigrita,Found half eaten AMTIG adult 
362,2024,2/15/24,16:53:00,2/15/24 16:53,2,"Jade_Samples,Mia_Cinello-Smith",49,3,0.85,1,2,15.06,Rana Sphenocephala,1,Genus Pseudacris,1,,,,,,,"Nothing_heard_calling,Pseudacris_feriarum",Saw AMTIG larva and PSNIG larva
363,2024,2/15/24,17:19:00,2/15/24 17:19,2,"Jade_Samples,Mia_Cinello-Smith",42,3,0.49,0,1,14.46,Rana Sphenocephala,2,Rana capito,2,,,,,,,Pseudacris_nigrita,Saw AMTIG and PSORN larva
364,2024,2/15/24,19:01:00,2/15/24 19:01,2,"Jade_Samples,Mia_Cinello-Smith",53,3,0.49,1,0,20.42,Genus Pseudacris,6,Ambystoma tigrinum,3,,,,,,,Pseudacris_nigrita,AMYIG and PSORN larva 
365,2024,2/15/24,19:34:00,2/15/24 19:34,2,"Jade_Samples,Mia_Cinello-Smith",21,3,0.56,0,1,9.52,Genus Pseudacris,8,Scaphiopus holbrookii,300,,,,,,,Nothing_heard_calling,Saw nigrita tadpoles. Fresh pig damage. 
366,2024,2/20/24,14:29:00,2/20/24 14:29,1,Mia_Cinello-Smith,15,3,0.48,0,2,37.05,Genus Pseudacris,63,Ambystoma tigrinum,165,Rana capito,2,,,,,Nothing_heard_calling,Some of egg masses above the water. RACAP tadpoles already hatched from egg masses. Water drying rapidly.
367,2024,2/20/24,14:32:00,2/20/24 14:32,1,Mia_Cinello-Smith,21,3,0.5,1,4,20.15,Genus Pseudacris,2,Ambystoma tigrinum,2,,,,,,,Nothing_heard_calling,More pig damage. Saw 1 adult ACGRY. PSORN and SCHOL tadpoles
368,2024,2/20/24,14:34:00,2/20/24 14:34,1,Mia_Cinello-Smith,53,3,0.49,0,1,64.06,Genus Pseudacris,14,Ambystoma tigrinum,6,Rana Sphenocephala,5,,,,,"Rana_sphenocephalus,Pseudacris_nigrita",Dead watersnake. AMTIG larvae. Pig poop? Fairy shrimp.
369,2024,2/20/24,14:37:00,2/20/24 14:37,1,Mia_Cinello-Smith,42,3,0.49,0,2,66.08,Rana Sphenocephala,5,Genus Pseudacris,1,Rana capito,4,,,,,"Acris_gryllus,Pseudacris_nigrita",Recently burned. AMTIG and PSORN larvae and NEFAS seen.
370,2024,2/21/24,14:39:00,2/21/24 14:39,2,"Jade_Samples,Mia_Cinello-Smith",51,4,0.79,0,0,58.13,Genus Pseudacris,1,Rana Sphenocephala,3,Rana capito,3,,,,,Pseudacris_nigrita,Water very clear! Newt cages look good! Saw 3 newts in cage 6 and 1 in another cage. AMTIG and PSORN larvae.
371,2024,2/21/24,14:43:00,2/21/24 14:43,2,"Jade_Samples,Mia_Cinello-Smith",50,4,0.68,0,4,21.48,Genus Pseudacris,7,Rana Sphenocephala,1,Ambystoma tigrinum,14,Rana capito,1,,,Pseudacris_nigrita,Got genetic samples from suspected RACAP eggs. So much algae
372,2024,2/21/24,14:46:00,2/21/24 14:46,2,"Jade_Samples,Mia_Cinello-Smith",49,4,0.6,0,2,19.5,Rana Sphenocephala,1,Rana capito,1,,,,,,,Nothing_heard_calling,Took genetic sample from RACAP. Listened to call files and heard calling 2/14-2/15
373,2024,2/21/24,14:48:00,2/21/24 14:48,2,"Jade_Samples,Mia_Cinello-Smith",46,4,0.72,0,0,17.39,Scaphiopus holbrookii,1,Genus Pseudacris,14,Ambystoma tigrinum,107,Rana capito,3,,,Nothing_heard_calling,Observed 1 adult ACGRY and SCHOL tadpoles
374,2024,2/21/24,14:51:00,2/21/24 14:51,2,"Jade_Samples,Mia_Cinello-Smith",55,4,0.44,0,4,25.1,Rana Sphenocephala,1,,,,,,,,,Pseudacris_nigrita,"AMTIG larvae and adult ACGRY and NEFAS observed. 
Pulled SD, no RACAP heard calling"
375,2024,2/27/24,13:49:00,2/27/24 13:49,2,"Jade_Samples,Mia_Cinello-Smith",15,4,0.04,2,0,0.2,,,,,,,,,,,Nothing_heard_calling,Shallow puddle about 7ft across. Some tadpoles still in center. Jade took photo 
376,2024,2/27/24,14:14:00,2/27/24 14:14,2,"Jade_Samples,Mia_Cinello-Smith",21,4,0.42,2,4,4.5,,,,,,,,,,,Nothing_heard_calling,Wetland drying. Lots of SCHOL tadpoles. Released 2 egg masses of RACAP tadpoles here last week because Wetland 15 was drying too fast 
377,2024,2/27/24,14:52:00,2/27/24 14:52,2,"Jade_Samples,Mia_Cinello-Smith",53,4,0.46,2,1,17.29,,,,,,,,,,,Nothing_heard_calling,Saw RASPH and AMTIG larva 
378,2024,2/27/24,15:19:00,2/27/24 15:19,2,"Jade_Samples,Mia_Cinello-Smith",51,4,0.76,2,3,33.43,,,,,,,,,,,"Pseudacris_nigrita,Acris_gryllus","Saw 1 newt in cage 3, 1, 6, and 5. Saw RACAP tadpoles on three old egg masses. Saw PSORN and AMTIG "
379,2024,2/27/24,16:11:00,2/27/24 16:11,2,"Jade_Samples,Mia_Cinello-Smith",55,4,0.41,2,4,16.42,,,,,,,,,,,Pseudacris_nigrita,Saw RASPH tadpoles 
380,2024,2/27/24,18:05:00,2/27/24 18:05,2,"Jade_Samples,Mia_Cinello-Smith",42,4,0.41,1,0,20.56,,,,,,,,,,,"Pseudacris_feriarum,Acris_gryllus",Dead NEFAS. 1 Mud turtle. 1 adult ACGRY. Saw RACAP and RASPH tadpoles by old egg masses. Recent pig damage. 
381,2024,2/27/24,18:39:00,2/27/24 18:39,2,"Jade_Samples,Mia_Cinello-Smith",46,4,0.64,2,4,17.51,Ambystoma tigrinum,3,Genus Pseudacris,1,,,,,,,Acris_gryllus,Saw small ranif tadpoles. Lots of algae 
382,2024,2/27/24,19:07:00,2/27/24 19:07,2,"Jade_Samples,Mia_Cinello-Smith",49,4,0.74,2,2,13.36,,,,,,,,,,,Nothing_heard_calling,Saw RASPH and RACAP tadpoles 
383,2024,2/27/24,19:28:00,2/27/24 19:28,2,"Jade_Samples,Mia_Cinello-Smith",50,4,0.62,2,4,9.35,,,,,,,,,,,Pseudacris_nigrita,"Saw RACAP, RASPH, and PSORN tadpoles. One adult PSNIG. Changed ARD batteries"
384,2024,3/4/24,19:25:00,3/4/24 19:25,1,Mia_Cinello-Smith,21,0,0.4,4,3,7.02,,,,,,,,,,,Nothing_heard_calling,Recnt pig damage. Walked edges. SCHOL tadpoles
385,2024,3/4/24,19:27:00,3/4/24 19:27,1,Mia_Cinello-Smith,15,0,0.05,4,0,2.41,,,,,,,,,,,Nothing_heard_calling,Small puddle :( SCHOL tadpoles and recent pig damage 
386,2024,3/4/24,19:28:00,3/4/24 19:28,1,Mia_Cinello-Smith,51,0,0.76,2,3,60.25,,,,,,,,,,,"Acris_gryllus,Pseudacris_nigrita",Pig damage and PSORN tadpoles
387,2024,3/4/24,19:30:00,3/4/24 19:30,1,Mia_Cinello-Smith,49,0,0.68,2,2,16.08,,,,,,,,,,,Nothing_heard_calling,"PSNIG, RACAP, and AMTIG larva "
388,2024,3/4/24,19:32:00,3/4/24 19:32,2,"Mia_Cinello-Smith,Maddie Z.",53,0,0.46,2,0,22.1,,,,,,,,,,,Pseudacris_nigrita,PSORN and SCHOL larva
389,2024,3/4/24,19:34:00,3/4/24 19:34,1,Mia_Cinello-Smith,42,0,0.44,1,3,10.44,,,,,,,,,,,"Acris_gryllus,Pseudacris_nigrita","RACAP, RASPH, PSORN PSNIG tadpoles"
390,2024,3/4/24,19:36:00,3/4/24 19:36,1,Mia_Cinello-Smith,46,0,0.6,1,4,6.59,,,,,,,,,,,Pseudacris_nigrita,NA
391,2024,3/6/24,19:37:00,3/6/24 19:37,1,Mia_Cinello-Smith,55,0,0.41,2,3,42.22,,,,,,,,,,,Pseudacris_nigrita,"AMTIG, PSORN, PSNIG larvae"
392,2024,3/6/24,19:38:00,3/6/24 19:38,1,Mia_Cinello-Smith,21,0,0.4,1,0,7.28,,,,,,,,,,,Nothing_heard_calling,Adult ACGRY and PSORN and SCHOL tadpoles
393,2024,3/6/24,19:40:00,3/6/24 19:40,1,Mia_Cinello-Smith,15,0,0.07,1,0,6.46,,,,,,,,,,,Nothing_heard_calling,1000's of SCHOL tadpoles
394,2024,3/6/24,19:41:00,3/6/24 19:41,1,Mia_Cinello-Smith,53,0,0.46,1,1,41.43,,,,,,,,,,,"Rana_sphenocephalus,Pseudacris_nigrita","SCHOL, PSORN, AMTIG larvae"
395,2024,3/6/24,19:42:00,3/6/24 19:42,1,Mia_Cinello-Smith,49,0,0.68,2,2,20.52,Rana capito,1,,,,,,,,,Pseudacris_nigrita,AMTIG and PSING larvae. Got sample for Eva
396,2024,3/6/24,19:44:00,3/6/24 19:44,1,Mia_Cinello-Smith,51,0,0.77,2,3,53.3,,,,,,,,,,,Pseudacris_nigrita,PSORN and RASPH larvae
397,2024,3/6/24,19:48:00,3/6/24 19:48,1,Mia_Cinello-Smith,46,0,0.62,2,3,15.14,,,,,,,,,,,"Acris_gryllus,Pseudacris_nigrita",Nothing seen 
398,2024,3/6/24,19:49:00,3/6/24 19:49,1,Mia_Cinello-Smith,42,0,0.45,2,3,33.51,,,,,,,,,,,"Acris_gryllus,Pseudacris_nigrita,Rana_sphenocephalus",PSORN and RACAP larvae
399,2024,3/11/24,18:50:00,3/11/24 18:50,1,Mia_Cinello-Smith,21,2,0.51,2,0,11.41,,,,,,,,,,,Nothing_heard_calling,Nothing seen
400,2024,3/11/24,18:51:00,3/11/24 18:51,1,Mia_Cinello-Smith,15,2,0.52,2,1,36.57,Scaphiopus holbrookii,95,Genus Pseudacris,29,,,,,,,Nothing_heard_calling,Water receding. Already some eggs above water. Lots of pig damage. 
401,2024,3/11/24,18:53:00,3/11/24 18:53,1,Mia_Cinello-Smith,53,2,0.54,2,1,108.09,Genus Pseudacris,3,,,,,,,,,"Pseudacris_nigrita,Rana_sphenocephalus,Acris_gryllus",SCHOL tadpoles
402,2024,3/11/24,18:55:00,3/11/24 18:55,1,Mia_Cinello-Smith,49,2,0.78,2,2,19.02,,,,,,,,,,,"Pseudacris_nigrita,Rana_sphenocephalus",RACAP tadpoles? Small black tadpoles 
403,2024,3/12/24,18:46:00,3/12/24 18:46,1,Mia_Cinello-Smith,50,3,0.45,1,3,34.48,,,,,,,,,,,Nothing_heard_calling,Nothing seen
404,2024,3/12/24,18:56:00,3/12/24 18:56,1,Mia_Cinello-Smith,55,3,0.46,1,3,58.28,,,,,,,,,,,Acris_gryllus,Recent pig damage 
405,2024,3/12/24,18:57:00,3/12/24 18:57,1,Mia_Cinello-Smith,51,3,0.83,0,3,69.57,Rana Sphenocephala,2,,,,,,,,,Acris_gryllus,PSORN and PSNIG larvae. Two older egg masses with tadpoles hatching. Back pools connected. 
406,2024,3/12/24,18:59:00,3/12/24 18:59,1,Mia_Cinello-Smith,46,3,0.78,1,3,25.58,,,,,,,,,,,"Rana_sphenocephalus,Acris_gryllus,Pseudacris_nigrita",AMTIG larvae
407,2024,3/12/24,19:00:00,3/12/24 19:00,1,Mia_Cinello-Smith,42,3,0.54,1,0,84.14,Rana capito,4,,,,,,,,,"Acris_gryllus,Rana_sphenocephalus,Pseudacris_nigrita",Took 4 RACAP? Samples? Might be RASPH. PSORN and AMTIG larvae. Pig damage 
408,2024,3/14/24,12:48:00,3/14/24 12:48,1,Jade_Samples,15,5,0.3,0,0,3.48,Genus Pseudacris,2,,,,,,,,,Nothing_heard_calling,Wetland shrinking. Saw peanut m&m SCHOL tadpoles
409,2024,3/14/24,13:11:00,3/14/24 13:11,1,Jade_Samples,21,5,0.32,0,0,7.45,,,,,,,,,,,Nothing_heard_calling,Saw ACGRY adult and SCHOL and PSORN tadpoles. 
410,2024,3/14/24,13:36:00,3/14/24 13:36,2,"Jade_Samples,Mia_Cinello-Smith",42,5,0.53,0,3,17.48,,,,,,,,,,,"Acris_gryllus,Rana_sphenocephalus","RASPH, PSORN, PSNIG, AMTIG larva "
411,2024,3/14/24,14:25:00,3/14/24 14:25,2,"Jade_Samples,Mia_Cinello-Smith",46,5,0.76,0,3,13.4,Rana Sphenocephala,1,,,,,,,,,Acris_gryllus,Saw 1 AMTIG larva 
412,2024,3/14/24,14:50:00,3/14/24 14:50,2,"Jade_Samples,Mia_Cinello-Smith",49,5,0.81,0,2,12.16,Genus Pseudacris,1,,,,,,,,,Nothing_heard_calling,1 NEFAS. 1 giant AMTIG larva. Ranid and pseudacris tadpoles too small to ID 
413,2024,3/14/24,15:18:00,3/14/24 15:18,2,"Jade_Samples,Mia_Cinello-Smith",50,5,0.52,1,3,12.4,,,,,,,,,,,Acris_gryllus,Nothing observed. 
414,2024,3/14/24,15:57:00,3/14/24 15:57,2,"Jade_Samples,Mia_Cinello-Smith",55,5,0.46,3,3,26.49,Rana Sphenocephala,1,,,,,,,,,Acris_gryllus,Saw RASPH tadpoles and AMTIG larva. Saw/heard 3 snakes in the maiden cane 
415,2024,3/14/24,18:03:00,3/14/24 18:03,2,"Jade_Samples,Mia_Cinello-Smith",53,5,0.53,0,0,45.33,,,,,,,,,,,Acris_gryllus,"1 adult FAABA, some RASPH tadpoles. Entire wetland basin full "
416,2024,3/14/24,18:29:00,3/14/24 18:29,2,"Jade_Samples,Mia_Cinello-Smith",51,5,0.84,0,0,39.42,,,,,,,,,,,Acris_gryllus,"Saw PSORN tadpoles and RASPH?
Burned yesterday but burn did not reach inside the wetland :("
417,2024,3/21/24,12:45:00,3/21/24 12:45,1,Jade_Samples,49,4,1.15,0,2,9.45,Rana catesbeiana,1,,,,,,,,,Nothing_heard_calling,Did not burn. Burned around 50 instead
418,2024,3/21/24,20:01:00,3/21/24 20:01,1,Jade_Samples,46,4,0.77,2,1,26.03,,,,,,,,,,,Acris_gryllus,NA
419,2024,3/26/24,12:33:00,3/26/24 12:33,2,"Jade_Samples,Mia_Cinello-Smith",15,3,0,2,0,0,,,,,,,,,,,Nothing_heard_calling,Wetland dry. No water. 
420,2024,3/26/24,12:50:00,3/26/24 12:50,2,"Jade_Samples,Ivy Bryan",21,3,0.4,2,0,4.58,,,,,,,,,,,Nothing_heard_calling,Spadefoot and ornate tadpoles. Water drying rapidly. 
421,2024,3/26/24,14:13:00,3/26/24 14:13,2,"Jade_Samples,Ivy Bryan",53,3,0.53,2,1,49.19,,,,,,,,,,,Nothing_heard_calling,PSORN tadpoles and RASPH tadpoles. Saw one juvenile ALMIS named “Tuesday” ~3.5ft 
422,2024,3/26/24,14:18:00,3/26/24 14:18,1,Mia_Cinello-Smith,53,3,0.53,2,1,49.19,,,,,,,,,,,Acris_gryllus,"SCHOL larvae, thousands 

BABY GATOR

BIG TURTLE"
423,2024,3/26/24,14:54:00,3/26/24 14:54,2,"Jade_Samples,Ivy Bryan",51,3,0.84,2,3,21.36,Rana Sphenocephala,1,,,,,,,,,Acris_gryllus,Saw PSORN tadpole and AMTIG larva 
424,2024,3/26/24,14:55:00,3/26/24 14:55,1,Mia_Cinello-Smith,51,3,0.84,2,3,21.36,Rana Sphenocephala,2,,,,,,,,,Acris_gryllus,"Adult ACGRY

TONS of Ranid tadpoles"
425,2024,3/26/24,15:25:00,3/26/24 15:25,2,"Jade_Samples,Ivy Bryan",55,3,0.44,2,2,16.32,,,,,,,,,,,Nothing_heard_calling,1 PSORN tadpole 
426,2024,3/26/24,15:26:00,3/26/24 15:26,1,Mia_Cinello-Smith,55,3,0.44,2,3,16.32,,,,,,,,,,,Nothing_heard_calling,AMTIG larvae
427,2024,3/26/24,16:46:00,3/26/24 16:46,2,"Jade_Samples,Ivy Bryan",42,3,0.42,2,3,14.48,,,,,,,,,,,Acris_gryllus,Saw RASPH and PSORN Tadpoles 
428,2024,3/26/24,17:04:00,3/26/24 17:04,1,Mia_Cinello-Smith,42,3,0.42,2,3,14.48,,,,,,,,,,,Acris_gryllus,"Psorn tadpole

Dysticid "
429,2024,3/26/24,17:23:00,3/26/24 17:23,1,Mia_Cinello-Smith,46,3,0.75,2,3,7.51,,,,,,,,,,,Acris_gryllus,Psorn tadpole
